hid,pid,year1,age,edu,firmSize,workingHour,industry,job1,marriage,region,sex,wage,fullTime,firmType,sat_work1,sat_work2,sat_salary,sat_workingHour,sat_workingTotal,sat_workTotal,sat_spareTime,sat_house,sat_family,sat_social,sat_lifeTotal,sat_currentLife,sat_happiness
203418,20341803,2021,38,5,3,40,181,753,1,5,1,245,1,1,3,3,4,3,3,3,3,3,3,3,3,5,6
203418,20341804,2021,37,6,3,40,332,312,1,5,1,340,1,1,2,2,3,3,3,3,3,2,3,3,4,5,6
203430,20343003,2021,30,6,6,40,521,312,1,5,1,290,1,1,4,4,3,3,3,3,2,3,3,3,3,7,8
203431,20343103,2021,36,6,6,40,529,753,1,5,1,290,1,1,3,3,4,4,3,3,2,2,3,2,2,7,8
203432,20343204,2021,24,6,6,40,452,313,1,5,2,295,1,1,4,4,3,3,3,3,3,3,2,2,2,6,7
203433,20343304,2021,24,5,4,44,861,246,1,5,2,198,1,1,4,4,4,3,3,3,2,2,3,3,3,6,7
203434,20343401,2021,38,6,3,40,582,222,2,8,1,400,1,1,3,3,4,2,3,3,3,3,2,3,3,7,8
203441,20344103,2021,26,6,1,40,949,312,1,5,2,287,1,4,3,4,3,2,3,3,2,2,2,3,3,5,5
203442,20344204,2021,28,5,1,40,856,312,1,1,1,250,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
203448,20344802,2021,39,5,2,30,285,930,2,8,2,120,2,1,2,3,3,3,3,3,3,3,3,3,3,7,6
203451,20345101,2021,38,6,3,40,241,841,2,8,1,300,1,1,3,3,3,3,3,3,3,3,2,3,3,7,7
203460,20346004,2021,25,4,1,40,478,521,1,8,1,200,1,1,3,4,3,3,3,3,3,3,3,3,3,7,7
203491,20349101,2021,32,6,1,48,862,399,1,1,2,280,1,1,4,4,2,2,2,2,1,2,2,3,2,7,8
203498,20349803,2021,27,6,6,40,468,521,1,1,2,270,1,2,3,3,3,3,3,3,3,3,2,3,3,8,8
203502,20350203,2021,24,3,1,60,561,312,1,1,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,6,6
203521,20352101,2021,39,6,3,40,411,312,2,8,1,390,1,1,4,4,3,2,2,2,3,2,2,2,3,8,6
203528,20352801,2021,39,6,5,40,561,273,2,8,1,315,1,1,3,3,3,2,3,3,3,2,2,3,3,5,5
203558,20355802,2021,35,6,2,30,855,312,2,8,2,147,2,1,3,3,3,3,3,3,3,2,2,3,3,5,4
203605,20360503,2021,23,4,1,20,561,442,1,1,2,40,2,1,3,4,3,2,3,3,3,3,3,3,3,1,4
203607,20360703,2021,23,3,2,40,733,284,1,1,2,230,1,1,3,3,3,2,2,2,3,3,3,3,3,5,5
210057,20360903,2021,37,5,6,40,649,320,2,1,2,400,1,1,4,3,4,3,2,3,2,3,2,2,2,9,9
203669,20366901,2021,37,5,2,40,741,432,2,5,1,248,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5
203670,20367002,2021,33,5,1,35,463,313,2,5,2,210,1,1,4,4,3,2,2,2,3,3,3,3,3,5,5
203674,20367401,2021,35,4,6,40,301,854,2,5,1,478,1,2,3,3,3,3,3,3,3,3,3,3,3,5,5
203684,20368402,2021,31,6,2,40,713,273,1,1,2,200,1,1,3,3,3,2,3,3,4,4,3,3,3,4,6
210186,20370303,2021,36,6,6,40,712,314,2,1,2,310,1,1,3,4,2,3,2,3,2,2,3,3,2,7,8
203729,20372901,2021,34,5,2,40,259,239,2,8,1,250,1,1,3,3,3,2,3,3,3,3,2,3,3,4,5
203736,20373603,2021,33,6,4,40,212,852,1,8,1,240,1,1,3,3,3,3,3,3,3,2,2,3,3,4,5
203782,20378201,2021,36,5,6,40,529,312,1,5,1,328,1,1,4,3,3,3,2,3,3,3,3,3,3,6,7
203828,20382801,2021,39,6,4,40,292,274,2,8,1,470,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
203832,20383204,2021,30,6,6,40,204,244,1,8,2,350,1,1,4,4,2,2,2,2,2,2,2,2,2,7,8
203838,20383803,2021,26,6,4,40,262,753,1,8,1,200,1,1,4,4,2,2,2,2,2,2,2,2,2,6,7
203845,20384503,2021,29,6,4,40,271,245,1,8,2,300,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
203847,20384701,2021,31,6,4,40,412,312,2,8,1,290,1,1,4,4,2,2,2,2,2,2,2,2,2,6,7
203856,20385605,2021,27,5,2,48,681,312,1,8,2,180,2,1,4,4,3,2,2,3,2,2,2,2,2,7,7
203858,20385802,2021,35,3,4,40,262,864,2,8,2,200,1,1,3,3,3,3,2,2,3,2,2,2,2,6,6
203861,20386101,2021,30,6,3,48,861,243,1,8,2,280,1,1,4,4,3,2,2,2,2,2,2,2,2,7,7
203862,20386201,2021,39,3,2,48,411,782,2,8,1,250,2,1,4,4,2,2,2,2,2,2,2,2,2,6,6
203862,20386202,2021,34,3,3,48,273,843,2,8,2,150,2,1,4,4,3,2,2,2,2,2,2,2,2,7,7
203866,20386601,2021,39,4,2,48,952,751,1,8,1,250,1,1,4,4,3,2,2,2,3,3,3,3,2,7,7
203867,20386701,2021,38,5,1,48,467,510,2,8,1,230,1,1,4,4,3,3,2,2,3,3,3,3,3,5,5
210143,20387203,2021,29,6,4,40,281,234,2,8,1,240,1,1,3,3,3,3,3,3,2,2,2,2,2,8,9
203873,20387303,2021,34,3,2,48,271,854,1,8,2,160,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
203883,20388304,2021,28,5,3,48,721,235,1,8,1,200,1,1,3,3,3,2,2,2,2,2,2,2,2,7,7
203899,20389903,2021,35,3,1,30,471,532,2,8,2,120,2,1,3,4,4,2,3,2,3,3,2,2,3,8,5
203911,20391103,2021,20,3,4,40,261,863,1,5,2,180,1,2,3,3,3,3,3,3,3,3,3,3,3,5,5
203916,20391603,2021,25,3,2,40,222,930,1,8,2,20,2,1,3,4,3,3,3,3,3,2,2,3,2,7,7
203917,20391701,2021,27,5,1,48,733,284,1,1,2,300,1,1,4,3,2,2,2,2,1,2,2,2,2,8,8
203918,20391804,2021,35,6,6,40,303,312,1,8,1,400,1,1,4,3,3,3,3,3,3,3,3,3,3,6,6
203938,20393802,2021,31,6,1,40,422,236,1,1,1,250,1,1,4,4,3,2,3,2,2,2,2,3,2,7,7
203944,20394402,2021,32,5,1,40,751,312,1,1,2,220,1,1,3,4,3,3,3,2,2,2,1,3,2,8,8
203944,20394403,2021,31,5,1,40,681,312,1,1,1,240,1,1,4,4,3,2,2,2,2,2,1,3,2,8,8
203951,20395103,2021,28,6,2,40,202,211,1,3,1,250,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
203991,20399105,2021,29,6,2,48,561,952,1,6,1,200,2,1,3,3,3,3,3,3,3,3,3,3,3,6,6
203992,20399201,2021,38,3,2,44,421,312,2,6,1,220,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
203992,20399202,2021,36,3,1,40,872,247,2,6,2,200,2,1,2,3,3,3,3,3,3,3,3,3,3,8,7
204008,20400803,2021,31,6,6,40,651,320,1,3,1,400,1,3,4,4,2,2,2,2,2,2,2,2,2,8,8
204010,20401001,2021,37,6,6,40,264,234,2,3,1,800,1,1,5,4,2,2,2,2,3,2,2,2,2,9,9
204010,20401002,2021,38,6,6,40,853,312,2,3,2,400,1,4,4,4,2,2,2,2,2,2,2,2,2,8,8
204011,20401103,2021,27,6,6,40,661,320,1,3,2,280,1,1,5,5,2,1,1,1,2,2,1,2,2,9,9
204019,20401901,2021,27,6,2,40,872,236,1,3,2,185,2,3,3,3,4,2,3,3,2,2,2,2,3,6,7
204029,20402903,2021,33,6,4,40,303,312,1,7,1,250,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
204032,20403203,2021,32,6,1,40,856,254,1,7,2,170,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
204056,20405602,2021,39,6,2,40,857,247,2,15,2,250,1,3,4,4,2,2,2,2,2,2,2,2,2,7,7
204061,20406103,2021,30,5,2,40,862,246,1,7,2,210,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204069,20406903,2021,35,6,3,40,855,254,1,7,2,270,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204072,20407203,2021,27,5,1,44,952,751,1,15,1,215,1,1,3,3,3,3,3,3,2,2,2,3,2,7,7
204073,20407301,2021,25,6,1,40,872,312,1,15,2,185,1,3,4,4,3,2,2,2,3,2,2,2,2,7,8
204074,20407401,2021,29,4,4,40,464,274,3,15,1,330,1,1,4,4,3,2,2,2,3,3,3,3,3,5,6
204076,20407602,2021,29,5,2,40,582,222,1,15,1,220,1,1,3,4,3,2,3,3,3,2,3,3,3,5,6
204082,20408202,2021,24,4,3,40,312,743,1,15,1,190,1,1,4,3,3,2,3,3,3,3,2,3,3,6,6
204085,20408502,2021,38,2,1,40,411,910,1,2,1,200,2,1,4,3,3,3,3,3,3,2,2,2,2,7,7
204122,20412203,2021,27,5,6,40,301,854,1,7,1,350,2,1,3,3,3,3,3,3,3,2,2,3,3,6,6
204128,20412804,2021,30,5,6,40,649,320,1,2,2,250,1,1,3,3,3,3,3,3,3,2,2,3,3,4,5
204140,20414002,2021,32,6,1,40,872,247,2,2,2,200,2,1,4,4,3,3,3,3,3,2,2,2,2,6,6
204150,20415001,2021,38,5,3,40,861,245,2,8,1,285,1,1,3,3,3,2,3,3,3,2,2,2,2,6,7
204157,20415703,2021,27,6,2,40,872,312,1,8,2,200,1,3,3,3,3,3,3,3,3,2,2,2,2,6,7
204173,20417303,2021,27,6,6,40,582,285,1,8,2,225,1,1,3,4,4,2,3,3,2,2,3,2,2,6,7
204208,20420803,2021,30,6,1,24,562,441,1,3,1,100,2,1,3,3,3,3,3,3,2,2,2,2,3,6,7
204216,20421601,2021,25,4,1,24,562,441,1,3,1,60,2,1,3,3,3,3,3,3,2,2,2,2,3,7,7
204222,20422203,2021,38,3,3,40,303,854,1,3,1,200,2,1,3,3,3,2,3,3,2,2,2,2,3,6,7
204239,20423903,2021,30,6,1,8,855,254,1,3,2,78,2,1,3,3,4,2,3,3,3,3,2,3,3,7,7
204243,20424303,2021,29,6,3,40,521,312,1,15,1,300,1,1,3,3,3,2,3,3,2,2,2,3,2,7,7
204243,20424304,2021,26,6,2,40,653,399,1,15,1,180,2,3,4,4,4,2,3,3,2,2,2,3,2,6,7
204254,20425402,2021,26,5,5,40,303,854,1,15,1,235,2,1,3,3,3,2,3,3,2,2,3,3,3,5,7
204290,20429001,2021,38,6,1,48,462,521,2,8,1,300,1,1,2,3,4,3,3,3,4,2,2,3,3,7,7
204296,20429603,2021,29,6,2,10,739,283,1,2,2,32,2,1,4,4,5,2,2,2,3,2,2,2,2,6,7
204300,20430004,2021,28,6,2,45,464,312,1,2,1,250,1,1,4,3,3,2,2,2,2,2,2,2,2,8,7
204318,20431802,2021,35,5,6,40,651,224,2,8,2,460,2,1,4,4,2,3,2,2,2,2,2,2,2,7,8
204324,20432401,2021,31,5,5,45,561,710,1,1,2,360,1,1,3,3,3,3,3,3,3,3,3,3,2,8,8
204331,20433103,2021,35,5,1,40,682,274,1,15,2,200,2,1,4,3,3,2,3,3,3,2,2,3,3,5,5
204332,20433203,2021,25,6,3,40,861,245,1,8,1,310,2,1,3,3,3,3,3,3,3,2,2,2,2,6,7
204361,20436101,2021,35,6,4,40,467,521,2,11,1,490,1,4,5,5,2,1,2,2,2,2,2,2,2,6,8
204364,20436401,2021,33,3,6,40,262,236,1,11,2,300,1,1,4,4,3,2,2,2,3,2,4,2,3,5,5
204367,20436703,2021,25,6,2,40,871,247,1,11,2,200,1,1,3,4,3,3,3,3,2,2,2,2,3,6,6
204394,20439401,2021,34,2,4,52,101,710,2,12,2,200,2,1,2,2,2,4,4,4,2,2,2,2,2,6,7
204394,20439402,2021,36,2,3,40,259,842,2,12,1,250,1,1,4,4,3,2,3,3,2,2,2,2,2,7,7
204406,20440604,2021,26,6,6,40,841,311,1,13,1,200,1,3,4,4,4,2,2,2,3,3,3,3,3,5,6
204411,20441101,2021,38,5,6,40,252,743,2,14,1,450,1,1,3,3,3,3,3,3,2,2,2,2,2,5,8
204428,20442801,2021,28,5,3,40,871,245,1,15,2,195,1,1,4,4,2,2,2,2,2,2,2,2,2,6,6
204436,20443601,2021,37,6,6,40,311,312,2,15,1,370,1,1,2,3,2,2,3,1,3,3,3,3,3,5,6
204437,20443701,2021,38,3,6,40,311,312,2,15,1,550,1,1,4,4,3,3,3,3,2,2,2,2,2,6,6
204437,20443702,2021,36,6,1,40,857,254,2,15,2,160,2,1,3,3,3,2,2,2,2,2,2,1,2,6,6
204491,20449101,2021,33,3,6,40,841,311,2,5,1,270,1,3,5,5,3,1,1,1,2,1,1,1,2,8,8
204491,20449102,2021,32,5,4,40,759,392,2,5,2,170,1,1,5,5,3,1,2,2,2,1,1,1,2,9,8
204494,20449402,2021,38,3,1,40,856,254,2,1,2,170,1,1,3,4,3,1,3,3,2,2,1,1,3,7,7
204513,20451302,2021,28,6,1,40,715,271,1,1,2,300,1,1,4,4,3,2,2,2,3,3,2,2,2,7,7
204524,20452401,2021,28,6,6,45,641,320,1,2,2,300,1,1,4,4,2,2,2,2,2,2,3,2,2,8,8
204525,20452501,2021,29,5,1,45,460,873,1,2,1,250,2,1,3,3,3,3,3,3,3,3,3,2,3,8,8
204530,20453001,2021,39,6,3,40,651,510,2,2,2,200,2,1,4,4,2,2,2,2,2,2,2,2,2,8,8
204576,20457601,2021,36,3,6,40,291,753,2,6,1,750,1,1,3,4,3,3,3,3,3,3,3,3,3,5,5
204653,20465301,2021,36,6,6,40,862,245,1,8,1,450,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204656,20465601,2021,34,6,4,40,649,272,2,8,1,500,2,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204656,20465602,2021,34,6,4,40,582,222,2,8,2,350,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204657,20465701,2021,38,3,3,48,340,762,2,8,1,320,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204657,20465702,2021,38,3,2,40,473,313,2,8,2,250,1,1,3,4,3,2,2,2,3,2,2,2,2,6,6
204673,20467302,2021,26,3,1,40,561,922,1,8,1,200,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
204675,20467503,2021,32,6,1,40,107,710,1,8,2,200,1,1,3,3,3,3,3,3,3,3,2,2,3,5,7
204676,20467603,2021,25,3,1,48,561,441,1,8,1,200,1,1,3,3,3,3,3,3,2,2,2,2,2,6,7
204684,20468403,2021,29,6,4,40,212,211,1,8,1,200,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204684,20468404,2021,27,6,4,40,213,211,1,8,1,200,1,1,4,4,2,2,2,2,2,2,2,2,2,6,7
204701,20470101,2021,39,6,1,50,911,286,2,8,1,530,1,1,4,4,2,3,3,3,3,2,2,3,3,7,7
204714,20471402,2021,32,6,3,40,852,286,2,9,1,230,1,1,4,4,3,2,2,2,2,2,2,2,2,6,8
204717,20471701,2021,28,5,3,40,851,286,1,9,1,226,1,1,4,4,3,2,2,2,2,2,2,2,2,6,7
204738,20473801,2021,38,5,2,40,712,313,3,16,2,250,1,1,4,4,2,2,2,2,2,2,2,2,2,8,7
204741,20474101,2021,30,6,1,40,465,312,2,1,2,400,1,1,4,4,2,2,2,2,3,2,1,1,2,10,10
204742,20474201,2021,34,6,6,40,529,313,1,1,1,520,1,1,4,4,3,2,2,2,3,2,1,1,2,7,7
204838,20483801,2021,39,6,2,40,721,312,2,1,1,450,1,1,4,4,2,2,2,2,2,2,2,2,2,8,7
204854,20485402,2021,26,5,2,38,465,953,1,1,1,140,2,1,4,4,4,3,3,3,3,3,3,3,3,5,5
204871,20487101,2021,36,6,3,40,222,312,2,1,2,250,1,1,4,4,3,2,2,2,2,2,2,2,2,7,7
204881,20488101,2021,37,6,6,40,649,320,2,8,1,350,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
204910,20491001,2021,36,5,2,40,259,312,2,2,2,170,1,1,3,3,3,4,3,3,2,3,3,3,3,5,6
204925,20492502,2021,39,6,3,40,852,252,2,3,2,500,1,3,4,4,3,2,2,2,2,2,2,2,2,7,7
204938,20493802,2021,37,3,1,60,472,521,1,3,1,250,2,1,3,4,4,3,3,3,3,3,3,3,3,6,7
204939,20493902,2021,26,3,1,30,561,710,1,3,2,100,2,1,4,4,4,3,2,2,3,3,3,3,3,6,6
204950,20495002,2021,38,5,2,40,451,313,2,5,2,350,1,1,4,3,2,3,3,3,3,3,3,3,3,6,5
204951,20495101,2021,36,3,2,40,753,412,2,5,1,360,1,1,4,5,2,1,2,2,2,2,1,1,2,8,8
204953,20495301,2021,37,5,5,40,108,312,2,5,1,360,1,1,4,5,3,1,2,2,2,2,1,1,2,8,8
204984,20498402,2021,30,3,1,36,453,314,1,4,2,150,1,1,3,3,4,3,3,3,3,3,3,3,2,7,7
204987,20498701,2021,27,6,3,40,423,762,2,4,1,278,1,1,4,4,3,3,3,3,2,2,2,2,2,7,8
204987,20498702,2021,27,6,2,40,872,312,2,4,2,168,2,1,4,4,2,2,2,2,2,2,2,2,2,8,10
204990,20499001,2021,31,5,2,40,952,751,2,4,1,250,1,1,4,4,3,3,3,2,2,2,2,2,2,7,7
204991,20499101,2021,38,6,3,40,852,252,2,4,1,330,2,3,4,4,2,2,2,2,2,2,2,2,2,8,8
210035,20500103,2021,28,5,5,40,661,272,2,8,1,2000,2,1,5,4,2,2,2,2,2,3,2,2,1,9,9
205013,20501301,2021,28,3,2,48,303,312,2,8,1,200,1,1,4,4,3,3,3,3,3,3,3,3,3,5,5
205016,20501601,2021,37,6,3,40,141,285,2,8,1,300,1,1,4,4,4,2,2,2,2,2,2,2,2,6,6
205016,20501602,2021,36,6,3,40,872,312,2,8,2,230,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
205020,20502003,2021,22,5,1,40,872,247,1,8,2,200,1,1,2,3,2,2,2,2,2,2,3,3,3,2,2
210005,21000502,2021,37,6,4,40,291,851,2,2,1,350,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
210006,21000602,2021,31,6,1,40,949,248,2,2,1,200,1,1,4,4,3,2,2,2,2,2,2,2,2,8,8
210024,21002402,2021,32,5,3,40,303,854,2,2,1,260,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
210027,21002702,2021,38,6,6,40,412,792,2,4,1,300,1,3,4,4,3,2,2,2,2,2,2,2,2,7,7
210071,21007102,2021,32,6,3,60,471,953,2,13,1,300,1,3,4,4,3,5,3,3,3,2,2,2,2,9,9
210080,21008002,2021,33,6,4,40,682,274,2,1,1,450,1,4,3,3,3,2,3,3,3,3,2,3,3,7,7
210101,21010102,2021,31,6,2,40,872,247,2,6,1,180,2,3,4,4,3,2,3,3,2,2,2,2,2,9,9
210152,21015202,2021,32,5,6,40,422,753,2,5,1,400,1,1,5,5,2,1,2,2,2,2,1,1,1,9,9
210173,21017302,2021,30,5,3,40,291,753,2,10,1,280,1,1,4,3,3,3,2,2,3,2,2,3,3,7,8
210186,21018602,2021,37,6,6,40,712,271,2,1,1,410,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
