hid,pid,year1,age,edu,firmSize,workingHour,industry,job1,marriage,region,sex,wage,fullTime,firmType,sat_work1,sat_work2,sat_salary,sat_workingHour,sat_workingTotal,sat_workTotal,sat_spareTime,sat_house,sat_family,sat_social,sat_lifeTotal,sat_currentLife,sat_happiness
11,1103,2021,34,4,1,50,562,441,1,1,1,200,1,1,3,3,3,3,3,3,3,3,3,3,3,6,6
20,2003,2021,29,3,1,48,471,521,1,1,1,150,2,1,3,3,4,3,3,3,3,3,3,3,3,6,6
8720,3403,2021,37,3,6,40,953,771,2,8,1,200,2,1,3,4,3,3,3,3,3,3,2,3,3,4,5
8721,3404,2021,33,2,1,45,251,783,2,12,2,180,2,1,3,2,3,3,4,4,4,2,2,3,3,6,5
7517,5105,2021,33,6,3,12,856,254,3,1,2,180,2,1,3,3,3,3,3,2,3,3,3,3,3,8,8
92,9204,2021,29,6,6,40,841,311,1,1,2,200,1,3,5,5,4,2,2,2,3,2,3,3,2,8,8
9461,10604,2021,35,3,4,15,852,952,2,1,2,45,2,3,4,4,3,3,3,3,3,3,3,3,3,8,8
9164,10705,2021,36,6,4,1,853,251,2,1,2,30,2,4,4,4,3,3,2,2,2,2,2,2,2,8,8
115,11504,2021,29,3,4,40,872,312,1,1,2,230,1,1,4,4,3,2,3,3,3,5,3,3,3,8,7
145,14503,2021,37,6,2,40,861,281,1,1,2,300,1,1,4,4,2,2,2,2,3,2,2,2,2,7,8
155,15504,2021,22,5,3,40,732,285,1,1,2,220,1,1,4,4,3,2,3,3,3,1,1,1,3,6,6
9948,16805,2021,32,5,6,45,861,243,2,1,2,350,1,3,3,3,3,3,3,3,2,3,2,3,2,8,8
6045,17403,2021,33,4,3,40,582,223,1,8,1,230,1,1,3,4,3,2,2,2,3,3,2,2,3,5,5
10190,17404,2021,26,5,2,40,612,772,1,8,1,190,1,1,3,3,3,3,3,3,3,2,2,3,3,4,5
202,20205,2021,37,6,4,40,581,312,1,1,2,260,1,1,4,3,2,2,2,2,2,2,2,2,2,8,8
210,21004,2021,26,6,5,40,241,224,1,8,2,250,1,1,3,4,3,2,2,2,3,2,2,2,2,6,7
266,26604,2021,28,6,3,40,862,246,1,1,2,220,2,1,3,4,4,2,3,3,3,3,3,3,3,6,7
8412,27504,2021,37,5,2,40,464,274,2,8,1,400,1,1,3,3,3,3,3,3,2,2,2,2,2,8,8
278,27803,2021,29,3,6,40,261,864,1,8,2,200,1,1,3,3,3,3,3,3,3,2,2,3,3,4,5
278,27804,2021,27,5,2,40,561,442,1,8,2,200,1,1,3,3,3,3,3,3,3,2,2,3,3,5,4
292,29203,2021,23,4,1,50,561,442,1,5,1,182,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
9076,29605,2021,37,6,5,40,212,399,2,1,2,300,1,1,4,4,3,3,3,3,3,2,2,3,2,5,8
9463,30903,2021,36,5,6,40,861,243,2,1,2,300,1,4,4,4,2,2,2,2,2,2,2,2,2,8,8
7532,32804,2021,33,5,1,50,561,441,2,8,1,360,2,1,3,4,3,3,3,3,2,3,2,3,3,8,7
328,32805,2021,28,6,2,40,141,312,1,8,1,250,2,1,3,3,3,3,3,3,3,3,3,3,3,6,7
5357,33609,2021,29,5,1,40,141,510,1,1,1,200,1,1,4,4,3,3,3,3,3,3,3,3,3,6,6
427,42704,2021,30,6,3,40,872,247,1,11,2,300,1,4,4,4,3,2,2,2,3,2,2,2,2,8,7
7795,45803,2021,39,6,6,40,262,235,2,8,1,450,1,1,3,3,4,3,3,2,2,3,2,3,3,6,7
9268,46304,2021,37,6,6,40,451,510,2,1,1,300,1,1,3,3,3,3,3,3,3,2,2,3,3,8,8
473,47303,2021,33,6,2,35,620,285,1,1,2,190,1,1,5,5,2,1,1,1,2,2,2,2,2,8,9
9269,48103,2021,33,6,3,40,721,235,1,11,1,350,1,1,3,4,2,2,3,2,3,3,3,3,1,5,8
484,48403,2021,28,6,2,40,739,235,1,1,1,180,1,1,4,4,3,2,2,3,2,2,2,2,2,7,7
542,54203,2021,26,6,6,40,464,312,1,8,2,250,1,1,3,4,3,2,3,2,3,2,2,2,3,8,7
9796,55004,2021,37,6,6,40,651,320,2,8,1,300,1,1,4,3,3,2,2,2,3,2,2,3,2,7,8
8601,58305,2021,30,6,2,35,911,286,1,1,1,150,2,1,3,3,3,3,3,3,3,3,3,3,3,7,8
592,59203,2021,36,5,2,40,713,285,1,8,1,250,1,1,2,3,3,3,3,3,3,2,3,3,3,7,7
596,59603,2021,35,6,2,40,467,274,1,8,2,310,1,1,3,4,3,2,3,2,3,2,2,2,3,8,6
596,59604,2021,33,5,3,40,461,314,1,8,2,210,1,1,3,3,3,2,3,3,3,3,2,2,3,8,8
617,61703,2021,34,5,6,40,582,222,1,1,1,400,1,1,4,4,2,2,2,2,3,2,2,2,2,8,7
655,65504,2021,27,4,1,40,721,231,1,1,1,200,2,1,3,3,3,3,3,3,4,4,3,4,3,4,4
8423,68204,2021,37,5,2,40,426,874,1,9,1,350,1,1,4,4,3,2,2,2,2,2,2,2,2,9,9
8607,70004,2021,36,6,6,40,641,320,2,1,2,200,1,1,4,4,2,3,2,3,2,2,2,3,2,8,8
9604,70103,2021,23,3,2,48,742,799,1,1,1,500,1,1,4,4,2,3,2,2,3,2,2,3,2,9,9
8568,70703,2021,35,6,4,40,855,312,1,1,2,360,1,1,4,5,3,4,3,3,3,3,2,3,3,8,8
716,71604,2021,39,5,1,40,471,953,1,1,1,200,1,1,4,4,4,4,2,2,3,3,3,3,3,5,6
718,71806,2021,31,6,1,40,851,253,1,8,2,250,1,1,3,3,3,3,3,3,3,3,3,3,3,6,7
8610,72805,2021,39,5,3,40,334,285,2,1,1,350,1,1,3,4,3,2,3,2,2,2,2,3,3,7,8
734,73403,2021,27,6,6,40,492,752,1,1,1,260,1,3,4,4,3,2,2,2,2,2,2,3,2,8,8
9271,73904,2021,35,6,2,40,862,243,2,1,2,260,1,1,3,4,3,2,2,2,3,2,2,3,2,8,8
9272,73905,2021,32,6,6,40,291,235,2,11,1,470,1,1,4,4,3,3,2,2,2,2,2,2,2,8,9
8611,75303,2021,36,6,4,40,301,312,2,1,1,375,1,1,4,4,3,2,2,2,3,2,2,3,3,5,4
759,75905,2021,28,6,4,40,642,330,1,1,1,330,1,4,4,3,3,2,3,2,3,2,2,3,2,6,6
786,78603,2021,35,3,3,40,712,313,1,1,2,200,1,1,4,4,3,2,3,3,3,2,2,2,2,7,8
8912,79504,2021,38,6,4,40,179,313,2,8,1,295,1,1,3,2,4,3,3,3,3,2,3,3,3,7,8
10196,79903,2021,34,3,2,48,529,873,1,10,1,220,1,1,3,3,4,3,3,3,3,3,3,3,3,5,5
805,80504,2021,22,4,4,30,494,922,1,1,1,200,2,1,3,3,3,3,3,3,3,3,3,3,3,7,7
820,82004,2021,26,5,3,40,259,851,1,8,1,270,1,1,3,3,3,3,3,3,3,3,3,3,3,7,6
9607,82204,2021,34,6,5,40,212,832,2,8,2,340,1,1,4,4,4,3,3,3,3,2,2,2,2,7,8
9804,82304,2021,30,5,1,40,471,521,2,5,2,163,1,1,3,3,3,3,3,3,2,2,2,3,3,5,5
9708,84004,2021,35,6,4,40,620,223,2,1,2,210,2,1,3,3,3,2,3,3,4,3,2,3,2,7,7
9873,84704,2021,25,5,2,40,862,245,1,1,2,270,2,1,3,4,2,2,3,3,3,3,3,3,3,8,7
868,86804,2021,29,6,6,40,651,272,1,1,2,400,1,1,4,4,2,2,2,2,2,2,2,2,2,5,5
870,87004,2021,31,6,6,40,861,246,1,8,2,250,1,1,3,3,3,4,3,3,3,2,2,3,3,6,7
8310,89504,2021,39,3,1,40,952,751,2,8,1,280,2,1,3,3,3,3,3,3,3,3,3,3,3,7,7
899,89904,2021,39,5,3,40,582,224,1,8,2,183,2,1,4,3,4,3,3,3,3,3,3,3,3,5,6
901,90105,2021,35,5,2,45,467,510,1,8,1,270,1,1,2,2,3,2,2,2,3,3,3,3,2,3,3
8571,96803,2021,28,6,3,40,221,313,1,1,2,350,1,1,4,4,2,2,2,2,3,3,3,3,3,5,5
984,98404,2021,30,5,6,40,612,772,1,1,2,280,2,1,4,3,3,2,2,2,3,2,2,2,2,9,9
9183,98803,2021,35,6,2,40,872,312,2,1,2,236,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
1027,102703,2021,25,5,1,20,561,930,1,5,2,80,2,1,3,2,4,3,3,3,3,3,3,3,3,5,6
1029,102903,2021,31,6,3,40,465,313,1,1,2,280,1,1,4,3,3,2,3,3,3,3,3,3,3,6,6
6719,103603,2021,39,6,3,35,662,510,1,5,2,274,2,1,4,3,3,2,3,2,2,3,2,3,2,6,7
9277,114104,2021,35,6,6,20,411,235,2,1,1,350,1,1,4,4,3,2,2,2,3,2,2,2,2,7,7
1157,115703,2021,26,6,2,40,582,222,1,8,2,250,1,1,3,4,3,2,3,2,3,3,2,3,3,8,7
9719,119904,2021,31,4,6,40,759,399,1,1,2,250,1,1,4,4,4,3,2,2,3,3,3,3,3,9,9
1205,120503,2021,36,6,2,40,855,254,1,8,1,300,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
8915,121703,2021,37,6,2,40,701,330,2,8,2,300,1,1,4,4,2,2,2,2,2,2,2,2,2,7,8
1222,122203,2021,34,6,1,40,591,281,1,8,2,310,1,1,3,3,3,3,3,3,2,2,2,2,2,7,8
1229,122903,2021,26,5,6,40,107,312,1,8,2,300,1,1,4,4,3,2,3,3,4,3,3,2,2,2,5
9609,124703,2021,36,5,1,40,561,442,2,8,1,300,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
9957,126404,2021,25,3,1,40,562,442,1,1,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8
9001,130404,2021,38,6,2,40,265,141,2,8,1,750,1,1,4,4,2,2,2,2,2,2,2,2,2,6,7
8165,130804,2021,39,5,2,44,181,892,2,10,1,300,1,1,4,4,3,3,2,2,3,2,2,2,2,6,6
7316,130805,2021,37,3,2,45,731,429,1,1,2,380,1,1,3,3,3,2,3,3,3,2,2,2,3,6,6
1355,135503,2021,33,5,2,40,582,222,1,1,1,240,1,1,4,4,4,3,3,3,3,3,3,3,3,6,6
8838,136204,2021,39,6,2,40,841,311,2,1,2,320,1,4,4,3,2,2,2,2,1,2,2,1,2,7,8
9613,136804,2021,37,6,4,40,721,231,2,15,1,350,1,1,4,3,2,2,3,3,2,3,2,2,2,7,6
1383,138304,2021,32,6,6,40,861,243,1,2,2,320,1,4,4,3,2,3,2,2,2,2,2,2,2,6,7
1416,141605,2021,38,6,3,40,521,312,1,2,1,320,1,1,2,3,2,2,3,3,3,3,2,3,2,6,7
7181,141704,2021,39,6,6,40,292,235,1,15,1,440,1,1,4,3,3,2,2,2,2,2,2,2,2,7,8
9961,143304,2021,38,5,3,52,311,743,1,15,1,300,1,1,4,3,2,3,3,3,3,3,2,3,3,6,7
1467,146708,2021,32,6,2,40,461,312,1,2,1,240,1,1,2,3,4,4,4,4,3,3,2,2,3,7,5
1471,147104,2021,31,6,4,40,422,753,1,2,2,230,1,1,4,4,2,2,2,2,2,2,2,2,2,6,6
7151,150604,2021,39,3,2,40,259,751,2,15,1,200,1,1,3,3,3,3,3,3,3,3,3,3,3,8,5
1510,151002,2021,39,6,4,40,259,274,1,2,1,350,1,1,3,3,3,2,3,3,3,2,2,3,3,7,8
1510,151003,2021,37,6,6,40,320,312,1,2,2,250,1,1,3,4,3,2,2,2,2,2,2,3,2,8,8
1513,151306,2021,24,5,1,54,952,751,1,15,1,200,1,1,4,4,3,2,3,3,2,2,2,2,2,8,7
1523,152303,2021,26,3,6,40,751,873,1,2,1,270,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
9617,152404,2021,38,6,4,40,551,442,2,2,1,400,1,1,3,4,3,3,3,3,3,2,2,3,3,7,7
1525,152503,2021,29,6,1,40,562,441,1,2,2,220,1,1,3,4,3,2,3,3,3,2,2,3,3,6,7
9965,152705,2021,24,4,4,52,422,792,1,7,1,200,2,1,3,3,3,3,3,3,3,3,2,3,3,6,6
1528,152805,2021,27,6,4,40,529,312,1,2,1,250,1,3,3,4,3,2,2,2,2,2,2,3,3,6,7
10050,154104,2021,33,6,6,40,651,312,2,2,1,550,1,1,4,4,3,2,2,2,2,2,2,3,2,9,9
8330,154403,2021,39,6,1,28,712,313,2,2,2,100,2,1,4,3,3,3,3,2,3,2,2,3,3,8,8
8631,154504,2021,39,5,1,40,423,772,2,2,1,300,1,1,3,3,3,2,3,2,3,2,2,3,3,7,7
1555,155503,2021,38,6,4,40,221,832,1,2,1,300,1,1,3,3,3,2,3,3,3,2,2,3,3,7,7
9521,156405,2021,34,4,1,44,862,243,2,2,2,160,1,1,3,3,3,2,3,2,2,2,2,3,2,8,8
1568,156804,2021,38,5,2,40,501,312,1,2,2,160,1,1,3,3,3,2,3,3,3,2,2,3,3,8,8
9619,156805,2021,37,2,1,50,411,782,2,2,1,300,2,1,3,3,3,4,3,3,3,2,2,3,3,7,7
9809,157204,2021,38,3,1,50,466,922,2,2,1,240,1,1,3,3,3,3,3,3,3,2,2,3,3,8,8
9471,157903,2021,29,3,3,48,463,922,2,2,1,200,2,1,4,4,3,3,3,3,3,2,2,3,3,5,5
9620,158003,2021,34,6,6,40,641,320,2,2,2,400,1,2,4,4,3,3,3,3,3,2,2,3,2,7,7
1580,158004,2021,34,6,2,40,423,312,1,2,2,500,1,1,3,3,3,2,2,2,3,2,2,3,2,5,5
1590,159003,2021,33,6,1,54,239,784,1,2,1,320,1,1,3,3,3,3,3,3,3,2,2,3,3,7,7
9347,159204,2021,30,5,6,48,861,243,1,3,2,420,1,3,3,3,3,3,3,3,2,2,2,2,2,4,8
8057,159605,2021,37,3,2,35,851,253,2,15,2,100,1,1,3,4,3,3,3,3,2,2,2,2,3,3,3
8511,159803,2021,39,5,2,40,732,285,2,2,1,350,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
8058,159804,2021,37,5,4,40,292,853,2,7,1,430,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8
1605,160506,2021,36,6,1,40,855,254,1,2,2,150,2,1,3,3,4,2,3,3,3,3,3,3,3,5,7
9198,161004,2021,33,6,2,40,101,510,2,2,1,220,1,1,3,3,4,3,3,3,4,2,2,2,3,7,7
1621,162103,2021,29,6,2,40,949,224,1,2,2,200,2,3,3,3,3,3,3,3,3,3,3,3,3,6,8
10051,162303,2021,31,6,6,40,412,312,1,2,1,330,1,1,4,4,2,2,2,2,3,3,3,3,2,7,7
1634,163403,2021,32,6,4,40,861,243,1,2,1,260,1,1,2,4,2,2,2,2,2,2,2,2,2,7,8
7946,163602,2021,38,3,6,40,284,312,2,14,1,275,1,1,4,3,4,2,3,3,2,2,2,2,4,7,7
9162,164103,2021,28,3,1,50,759,399,1,2,2,250,2,1,4,4,2,2,2,2,2,2,2,3,3,5,5
8439,166803,2021,37,6,1,40,478,242,2,2,2,150,2,1,4,4,2,2,2,2,2,2,2,2,2,8,8
8636,166906,2021,39,6,2,40,422,312,2,2,1,350,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
7826,167204,2021,38,6,6,40,641,320,2,1,2,800,1,1,4,4,2,2,2,2,2,2,2,3,2,7,7
1680,168004,2021,26,3,1,52,478,314,1,15,2,170,1,1,3,3,5,3,3,3,3,3,3,3,3,5,5
1685,168504,2021,23,5,3,40,753,942,1,2,1,210,1,1,3,3,3,3,3,3,2,2,2,2,2,7,7
10134,169104,2021,21,5,2,40,241,842,1,2,2,190,1,1,3,3,3,2,3,3,2,2,2,2,2,7,7
8919,169904,2021,38,3,2,54,292,851,2,5,1,358,1,1,4,3,3,3,2,2,2,3,2,3,2,7,8
8920,170404,2021,38,6,3,48,311,854,2,7,1,370,1,1,3,2,3,3,3,3,3,2,2,2,2,8,7
9621,172403,2021,28,3,3,52,241,851,3,2,1,330,1,1,4,4,2,2,3,3,2,3,2,2,2,5,6
1731,173103,2021,38,3,3,40,426,874,1,2,1,300,1,1,4,3,3,2,2,2,2,2,2,2,2,7,8
1731,173104,2021,36,2,6,48,651,313,1,2,1,300,1,1,4,3,3,2,3,2,2,2,2,2,2,8,7
9090,173203,2021,38,4,4,40,292,851,2,2,1,230,1,1,4,4,3,2,2,2,2,3,2,2,2,8,7
9091,173204,2021,36,3,5,40,474,521,2,2,1,250,1,1,4,4,3,2,2,2,2,2,2,2,2,8,8
1740,174003,2021,31,6,2,40,107,899,1,2,1,200,1,1,4,4,3,2,2,2,2,2,2,2,2,7,6
1742,174202,2021,38,6,1,40,855,254,1,15,1,250,2,1,4,4,3,2,2,2,2,2,2,2,2,7,9
1745,174503,2021,28,6,6,40,651,311,1,2,2,230,1,3,4,3,3,2,2,2,2,2,2,2,2,8,9
9201,174603,2021,29,4,1,40,411,313,2,15,2,200,1,1,3,3,3,2,3,3,3,2,2,3,3,5,6
1751,175107,2021,26,5,1,40,463,922,1,2,1,230,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
9971,175403,2021,34,5,1,52,291,851,2,2,1,270,1,1,3,4,3,2,3,3,3,2,2,3,3,6,7
10136,175803,2021,32,6,5,40,152,312,2,2,2,280,1,1,4,4,3,2,3,3,3,2,2,3,3,7,7
9093,175804,2021,29,6,2,40,721,239,2,2,2,300,1,1,3,3,3,2,2,2,3,2,2,3,3,6,6
9810,175805,2021,27,6,5,40,303,312,1,8,1,250,1,1,3,3,3,3,3,3,3,3,3,3,3,6,6
1759,175903,2021,37,5,4,40,171,874,1,7,1,260,2,1,3,3,3,3,3,3,3,2,2,3,3,7,7
1767,176703,2021,25,6,6,40,861,243,1,2,2,300,1,4,3,3,3,2,3,3,3,2,2,3,3,7,7
1767,176704,2021,21,4,1,8,471,521,1,2,2,29,2,1,3,3,3,3,3,3,3,2,2,3,2,7,7
9622,177803,2021,35,6,5,40,529,312,2,15,2,340,1,1,4,4,3,2,3,2,3,2,2,3,3,6,6
9623,177804,2021,33,6,6,40,651,313,3,2,2,400,1,3,4,4,3,2,2,2,3,3,2,3,3,5,7
10137,177906,2021,30,6,1,60,561,442,2,2,1,250,2,1,3,3,3,3,3,3,3,2,2,3,2,8,8
1796,179603,2021,34,6,1,43,423,235,1,2,1,250,1,1,3,5,3,3,3,3,3,3,3,3,3,3,3
1802,180203,2021,28,6,1,24,561,441,1,2,2,100,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2
1807,180703,2021,29,4,3,45,303,851,2,2,1,250,1,1,4,3,3,2,2,2,2,2,2,2,2,8,7
1807,180704,2021,28,4,1,54,474,521,1,2,2,200,2,1,4,3,3,2,2,2,2,2,2,2,2,8,7
9972,181003,2021,32,6,6,40,529,921,2,2,1,350,1,1,4,4,2,3,3,3,2,2,2,2,2,7,6
10055,181903,2021,39,3,2,44,311,854,2,2,1,280,1,1,3,3,3,2,3,3,2,2,2,3,2,6,6
5119,183207,2021,26,5,2,45,861,246,1,2,2,170,2,1,2,2,3,3,3,3,3,3,3,3,3,8,8
1833,183303,2021,30,6,2,40,729,236,1,2,1,230,1,1,3,3,3,3,3,3,3,3,2,3,2,7,6
1833,183304,2021,28,6,6,40,861,243,1,2,2,320,1,1,4,3,2,2,2,2,2,3,2,2,2,6,7
1838,183803,2021,27,5,4,40,101,312,1,15,1,180,1,1,3,3,3,3,3,3,3,3,3,3,3,5,7
7833,184503,2021,38,3,3,40,303,743,2,15,1,310,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8
7022,190303,2021,37,3,3,40,202,832,1,14,1,270,1,1,3,3,3,3,3,3,3,3,2,3,3,7,7
9627,191704,2021,39,6,1,50,303,851,2,7,1,250,1,1,3,3,3,2,3,3,3,2,2,3,3,8,8
1917,191705,2021,38,5,6,44,451,510,1,7,1,200,2,1,3,3,3,3,3,2,3,2,2,3,3,8,8
1918,191805,2021,28,5,6,40,351,314,1,3,1,140,1,3,4,5,4,2,2,2,3,3,2,2,3,5,9
8753,193303,2021,32,4,6,44,105,762,2,3,1,350,1,1,3,3,3,3,3,3,3,3,2,2,2,6,8
10140,193905,2021,24,5,6,40,282,753,1,3,1,320,1,1,5,4,2,2,2,2,3,2,2,2,2,8,9
1947,194703,2021,38,6,2,40,561,922,1,3,1,300,1,1,3,3,3,2,3,3,4,4,3,3,3,5,5
8339,194804,2021,37,5,1,45,862,245,2,15,2,150,1,1,4,4,4,3,3,3,2,2,2,2,2,8,8
1967,196704,2021,25,6,1,30,471,521,1,3,1,87,2,1,4,3,3,2,3,3,3,3,2,2,2,3,5
8516,196804,2021,36,5,1,42,529,921,1,3,1,450,2,1,4,3,2,2,2,2,2,2,2,2,2,4,6
1986,198603,2021,26,6,4,40,551,952,1,3,1,200,2,1,2,2,4,3,3,3,3,2,3,2,3,5,5
2013,201304,2021,22,5,1,40,851,253,1,3,2,227,1,1,4,4,3,2,2,2,3,3,2,2,2,6,7
8341,201804,2021,38,6,5,40,301,239,2,8,1,350,1,1,4,3,3,3,3,3,4,4,4,4,2,5,8
8073,202404,2021,39,6,3,40,701,232,2,8,1,400,1,1,5,5,1,1,1,1,2,2,2,2,2,5,9
2033,203303,2021,29,6,6,40,853,251,1,14,2,290,2,4,4,4,3,2,2,2,2,2,1,2,2,7,8
2037,203704,2021,24,5,6,40,861,243,1,3,2,300,1,4,4,4,3,2,2,2,2,2,2,2,2,6,7
6827,204703,2021,39,5,6,48,262,312,2,14,1,469,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
2057,205704,2021,30,6,6,40,472,312,1,3,2,265,1,1,4,4,4,2,3,3,2,2,2,3,3,6,7
8923,206704,2021,36,6,6,40,303,312,2,3,1,500,1,1,3,4,3,2,3,3,3,2,2,2,2,6,8
2072,207203,2021,27,6,3,40,861,243,1,3,1,250,1,1,3,3,3,2,3,3,2,2,2,2,3,7,7
7036,209305,2021,24,5,2,15,872,930,1,14,1,44,2,4,4,4,2,2,2,2,2,2,2,3,2,7,7
2110,211004,2021,31,5,2,40,851,253,1,3,2,200,1,1,4,4,3,2,2,2,2,3,3,3,3,6,7
9287,211405,2021,36,4,4,44,107,852,2,3,1,361,1,1,3,3,4,4,3,3,4,3,2,2,2,6,7
9348,212704,2021,32,6,3,40,582,285,1,8,1,365,1,1,4,4,3,3,3,3,3,3,2,3,3,6,7
9476,212803,2021,35,6,6,40,264,312,2,3,1,470,1,1,4,4,3,2,2,2,2,2,2,2,2,6,8
2140,214004,2021,25,6,1,40,862,245,1,3,2,200,1,1,4,4,4,2,3,3,2,2,2,2,2,7,7
2142,214203,2021,34,6,2,48,911,432,1,3,1,300,1,1,3,4,4,2,3,3,2,2,2,2,2,6,7
2154,215404,2021,29,5,2,40,471,521,1,3,2,160,2,1,3,3,4,4,4,4,3,3,3,3,3,3,7
9101,216803,2021,38,5,2,50,272,239,2,5,1,325,1,1,3,3,3,3,2,2,3,2,2,3,3,5,5
8443,218906,2021,33,3,4,40,682,862,2,5,1,272,1,1,3,3,4,2,3,3,3,3,2,3,3,7,7
5058,219206,2021,25,6,1,40,872,247,1,5,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
2204,220404,2021,29,6,3,40,411,141,1,5,1,241,1,1,4,3,4,3,2,3,3,3,3,3,3,5,6
2223,222306,2021,22,3,3,40,259,930,1,5,1,179,1,1,3,3,3,3,4,3,3,3,3,3,3,5,6
5063,222605,2021,28,6,4,40,721,234,1,5,1,225,1,1,4,3,3,2,2,2,2,2,2,3,2,7,7
10144,222804,2021,38,5,6,40,861,862,2,5,1,255,1,1,4,4,3,2,2,2,3,3,2,2,2,7,8
2232,223203,2021,29,5,3,40,264,314,1,5,2,226,1,1,4,3,3,2,3,2,2,3,3,3,3,7,7
2232,223204,2021,32,6,3,40,582,223,1,5,1,267,1,1,4,3,3,2,3,2,2,3,2,3,3,6,6
2236,223605,2021,23,5,1,40,872,247,1,5,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,6,7
9291,225704,2021,30,6,6,40,861,243,1,1,2,350,1,1,4,4,3,2,2,2,3,3,2,2,2,7,7
9017,226002,2021,38,6,5,40,141,274,2,5,1,360,1,1,3,3,3,3,3,3,2,2,2,3,3,5,6
2284,228403,2021,28,6,3,40,261,234,1,5,1,301,1,1,4,3,3,2,2,2,2,2,2,3,2,7,7
9292,229704,2021,36,5,6,40,861,243,2,5,2,265,2,1,4,3,4,3,3,3,3,3,2,3,3,5,6
9212,230303,2021,32,5,3,40,303,741,1,11,1,525,1,1,4,4,2,2,3,3,2,2,2,3,2,9,9
2303,230304,2021,30,4,3,40,861,243,1,5,2,245,1,1,4,3,4,2,3,3,3,3,2,3,3,5,6
7841,230403,2021,39,6,5,40,303,312,1,14,1,320,1,1,3,4,3,2,3,2,3,2,2,2,2,5,7
8448,230504,2021,39,6,4,40,292,235,2,5,1,380,1,1,3,3,4,3,3,3,3,3,2,3,3,5,6
9103,230904,2021,32,4,3,84,494,922,1,5,1,300,2,1,3,3,2,4,3,3,3,2,3,3,3,5,6
2316,231604,2021,24,6,6,40,861,312,1,5,2,244,1,1,4,3,3,3,2,3,3,3,3,3,3,6,7
2317,231704,2021,28,3,4,40,262,930,1,5,1,245,1,1,3,4,3,3,3,3,2,3,2,3,2,7,7
9161,232804,2021,29,5,4,40,204,232,2,8,2,200,1,1,3,3,2,2,2,2,3,3,2,2,2,7,7
2330,233004,2021,38,5,3,40,242,854,1,5,1,225,1,1,3,3,4,3,3,3,3,3,3,3,3,6,7
2330,233005,2021,38,5,4,40,204,930,1,5,1,225,1,1,3,2,3,2,3,3,3,3,2,3,3,5,6
9980,233804,2021,39,6,2,22,872,247,2,5,2,100,1,1,3,3,3,3,3,3,3,2,2,3,3,5,5
10145,234405,2021,32,6,2,40,465,312,2,5,1,382,1,1,3,3,3,3,3,3,2,3,2,3,3,5,5
2344,234406,2021,24,3,1,60,561,441,1,5,1,239,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
9548,235303,2021,35,6,3,40,272,312,2,5,1,315,1,1,3,3,3,3,3,3,3,2,2,3,2,5,5
2357,235704,2021,29,6,1,60,961,422,1,5,1,200,1,1,4,4,3,3,3,3,3,3,3,3,3,5,5
2363,236303,2021,27,6,1,40,713,222,1,5,1,210,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
2373,237303,2021,29,3,3,40,231,313,1,5,2,221,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
10146,237304,2021,26,3,2,40,303,313,1,5,2,255,1,1,3,3,3,3,3,3,3,2,3,3,3,5,5
2373,237305,2021,25,3,3,40,132,313,1,5,2,187,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
9018,238104,2021,38,5,6,40,301,312,2,5,2,383,1,2,3,3,3,3,3,3,2,2,2,3,3,5,5
10147,238105,2021,36,5,6,40,411,312,1,8,2,277,1,1,4,3,3,2,3,3,3,3,3,3,3,5,5
8926,239003,2021,37,6,3,40,855,254,1,5,2,290,1,1,4,3,4,2,3,3,3,3,3,3,3,5,6
10148,239004,2021,35,6,6,40,853,259,1,1,1,295,2,4,4,3,4,2,2,2,3,2,2,2,2,7,8
8761,240804,2021,38,5,6,40,301,235,2,5,2,340,1,2,4,4,2,2,2,2,2,1,2,2,2,7,8
9551,241403,2021,38,6,6,40,620,222,2,1,1,450,1,1,4,4,3,2,2,3,2,2,2,2,2,8,8
2415,241503,2021,39,6,1,21,855,254,2,5,1,121,2,1,3,3,3,3,3,3,2,2,2,3,3,5,5
2415,241504,2021,30,4,2,40,651,314,2,5,2,165,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
9293,242505,2021,38,4,3,40,620,223,2,8,1,300,1,1,3,3,3,3,3,3,3,3,2,2,3,6,7
2428,242804,2021,28,5,5,40,861,243,1,5,2,340,1,1,4,3,2,4,3,3,3,4,3,2,2,6,7
